Number,uid,name,Staff,HWP,Location,HWP.1,Attendees,Paid,TranTrai,Upload,Time,Bulk,Complex,Task,Online,Team,Self,People,Assign,Coord,TranSamp,TimeSamp,WQO,WQC,WQM,WQS,created,access,login,Latest,ActivePeriod,Years,Blog,Comment,Footprint,Forum,Invite,InviteAccepted,Pres,Quiz,Sample,Share,PCA1_Difficulty,Uploaded,Sample_bi,Super_user
4890,19441,kimbowarichard,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/08/2016,06/08/2016,06/08/2016,06/08/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4891,19465,Amy.McEwan,0,0,Blitz Trained,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,09/08/2016,11/08/2016,11/08/2016,11/08/2016,2,0.01,0,0,1,0,0,0,0,0,3,0,-1.0279,01-Oct,1,0
4892,19672,cygladyswong,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,NA,NA,NA,NA,12/09/2016,14/09/2016,13/09/2016,14/09/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,1.5018,0,0,0
4893,19722,kenniskkc,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,NA,NA,NA,NA,13/09/2016,15/09/2016,15/09/2016,15/09/2016,2,0.01,0,0,0,0,0,0,0,1,1,0,1.5018,01-Oct,1,0
4894,19760,gsarjeant,0,0,Blitz Trained,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19/09/2016,21/09/2016,21/09/2016,21/09/2016,2,0.01,0,0,1,0,0,0,0,0,1,0,-1.0279,01-Oct,1,0
4895,19864,charles,0,0,Blitz Trained,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/09/2016,30/09/2016,30/09/2016,30/09/2016,2,0.01,0,0,0,0,0,0,0,0,1,0,-1.0279,01-Oct,1,0
4896,19890,akhil.akhil08,0,1,Delhi,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/10/2016,05/10/2016,05/10/2016,05/10/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4897,19891,caankushwadhawan,0,1,Delhi,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/10/2016,05/10/2016,05/10/2016,05/10/2016,2,0.01,0,0,0,0,0,0,0,1,1,0,0.11,01-Oct,1,0
4898,19900,asifkhan220,0,1,Delhi,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/10/2016,05/10/2016,05/10/2016,05/10/2016,2,0.01,0,0,0,0,0,0,0,1,1,0,0.11,01-Oct,1,0
4899,19904,paragdiddi,0,1,Delhi,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/10/2016,05/10/2016,05/10/2016,05/10/2016,2,0.01,0,0,0,0,0,0,0,1,1,0,0.11,01-Oct,1,0
4900,19910,adas_ad,0,1,Delhi,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/10/2016,05/10/2016,05/10/2016,05/10/2016,2,0.01,0,0,0,0,0,0,0,0,1,0,0.11,01-Oct,1,0
4901,19919,HIWWT,0,0,Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,03/10/2016,05/10/2016,05/10/2016,05/10/2016,2,0.01,0,0,0,0,0,0,0,0,13,0,-1.0279,10+,1,0
4902,19951,gogoisharmila,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/10/2016,07/10/2016,06/10/2016,07/10/2016,2,0.01,0,0,0,0,0,0,0,2,1,0,-1.0279,01-Oct,1,0
4903,20013,Upasna.Agarwal,0,0,Shell Hague,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/10/2016,13/10/2016,13/10/2016,13/10/2016,2,0.01,0,0,1,0,0,0,0,1,1,0,-0.4971,01-Oct,1,0
4904,20072,malhotraricha20,0,1,Delhi,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/10/2016,19/10/2016,19/10/2016,19/10/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4905,20080,zoe.moore,0,0,Shell,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/10/2016,20/10/2016,20/10/2016,20/10/2016,2,0.01,0,0,1,0,0,0,0,1,1,0,-0.4971,01-Oct,1,0
4906,20183,noof.almutawa,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/11/2016,03/11/2016,03/11/2016,03/11/2016,2,0.01,0,0,1,0,0,0,0,1,1,0,-0.7625,01-Oct,1,0
4907,20681,jaume-piera,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/02/2017,16/02/2017,16/02/2017,16/02/2017,2,0.01,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
4908,20841,Naresh.Tanwani,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/03/2017,10/03/2017,10/03/2017,10/03/2017,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4909,20932,jhwilliam,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/03/2017,25/03/2017,25/03/2017,25/03/2017,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4910,21516,rima.sonigara,0,0,Thames Water Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/04/2017,26/04/2017,26/04/2017,26/04/2017,2,0.01,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
4911,21594,Brigid,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/05/2017,03/05/2017,03/05/2017,03/05/2017,2,0.01,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
4912,21595,Richs,0,0,Thames Water Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,01/05/2017,03/05/2017,02/05/2017,03/05/2017,2,0.01,0,0,0,0,0,0,0,0,1,0,-1.0279,01-Oct,1,0
4913,2720,genevieve.de.lepinau,0,1,Paris,1,19.07142857,1,0,0,2,2,2,2,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,07/10/2013,10/10/2013,10/10/2013,10/10/2013,3,0.01,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
4914,2954,irukaaoo,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,NA,NA,NA,NA,15/10/2013,18/10/2013,18/10/2013,18/10/2013,3,0.01,0,0,0,0,0,0,0,0,0,0,0.0279,0,0,0
4915,2971,solhec88,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,NA,NA,NA,NA,15/10/2013,18/10/2013,18/10/2013,18/10/2013,3,0.01,0,0,0,0,0,0,0,2,0,0,0.0279,0,0,0
4916,3135,angiepp24,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,NA,NA,NA,NA,22/10/2013,25/10/2013,25/10/2013,25/10/2013,3,0.01,0,0,0,0,0,0,0,0,0,0,0.0279,0,0,0
4917,3145,manuel.oropeza,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,NA,NA,NA,NA,22/10/2013,25/10/2013,25/10/2013,25/10/2013,3,0.01,0,0,0,0,0,0,0,0,0,0,0.0279,0,0,0
4918,3404,sanjaygonline,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/2013,15/11/2013,15/11/2013,15/11/2013,3,0.01,0,0,0,0,0,0,0,2,0,0,-0.7625,0,0,0
4919,3534,j_srinivas_in,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/11/2013,28/11/2013,28/11/2013,28/11/2013,3,0.01,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
4920,3702,ahmedeffat,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/12/2013,23/12/2013,23/12/2013,23/12/2013,3,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4921,3790,oliviapcyu,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,NA,NA,NA,NA,12/01/2014,15/01/2014,15/01/2014,15/01/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,1.5018,0,0,0
4922,3897,sara_atlam,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/01/2014,25/01/2014,25/01/2014,25/01/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4923,3927,janmejays,0,1,Dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/01/2014,30/01/2014,30/01/2014,30/01/2014,3,0.01,0,0,0,0,1,0,0,2,0,0,0.11,0,0,0
4924,3939,ishita.malhotra,0,1,Dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/01/2014,30/01/2014,30/01/2014,30/01/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4925,3942,nbala75,0,1,Dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/01/2014,30/01/2014,30/01/2014,30/01/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
4926,3965,amir.saab,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31/01/2014,03/02/2014,03/02/2014,03/02/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4927,3972,czarro,0,1,Rio de Janeiro,1,18,0,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,NA,NA,NA,31/01/2014,03/02/2014,03/02/2014,03/02/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,0.971,0,0,0
4928,3983,maria.fl.siqueira,0,1,Rio de Janeiro,1,18,0,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,NA,NA,NA,31/01/2014,03/02/2014,03/02/2014,03/02/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,0.971,0,0,0
4929,4139,wengwahchoo,0,1,Kuala Lumpur,1,26.7,1,1,1,11,7,10,7,0,1,0,7.325,1,1,0,NA,NA,NA,NA,NA,14/02/2014,17/02/2014,14/02/2014,17/02/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,1.2491,0,0,0
4930,4140,sitihawaosman,0,1,Kuala Lumpur,1,26.7,1,1,1,11,7,10,7,0,1,0,7.325,1,1,0,NA,NA,NA,NA,NA,14/02/2014,17/02/2014,31/12/1969,17/02/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,1.2491,0,0,0
4931,4144,rameshharjindersingh,0,1,Kuala Lumpur,1,26.7,1,1,1,11,7,10,7,0,1,0,7.325,1,1,0,NA,NA,NA,NA,NA,14/02/2014,17/02/2014,14/02/2014,17/02/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,1.2491,0,0,0
4932,4145,aliuddinabdrazak,0,1,Kuala Lumpur,1,26.7,1,1,1,11,7,10,7,0,1,0,7.325,1,1,0,NA,NA,NA,NA,NA,14/02/2014,17/02/2014,31/12/1969,17/02/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,1.2491,0,0,0
4933,4166,nahrizul,0,1,Kuala Lumpur,1,26.7,1,1,1,11,7,10,7,0,1,0,7.325,1,1,0,NA,NA,NA,NA,NA,14/02/2014,17/02/2014,31/12/1969,17/02/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,1.2491,0,0,0
4934,4175,bonniebyliao,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,14/02/2014,17/02/2014,17/02/2014,17/02/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,2.275,0,0,0
4935,4191,xiaochen0916,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,14/02/2014,17/02/2014,16/02/2014,17/02/2014,3,0.01,0,0,0,0,0,0,0,4,0,0,2.275,0,0,0
4936,4206,Sabrina.sellal,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/02/2014,20/02/2014,20/02/2014,20/02/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4937,4220,shrivastava.anjali20,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/02/2014,20/02/2014,20/02/2014,20/02/2014,3,0.01,0,0,0,0,0,0,0,2,0,0,0.11,0,0,0
4938,4229,shobhit.mehta0208,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/02/2014,20/02/2014,20/02/2014,20/02/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4939,4230,kapilpawar14,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/02/2014,20/02/2014,20/02/2014,20/02/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4940,4233,hbkninad,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/02/2014,20/02/2014,19/02/2014,20/02/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4941,4364,sumanthbasa,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/02/2014,27/02/2014,27/02/2014,27/02/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
4942,4455,aileenli,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,28/02/2014,03/03/2014,03/03/2014,03/03/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4943,4460,dcx233,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,28/02/2014,03/03/2014,03/03/2014,03/03/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,2.275,0,0,0
4944,4472,gilbertzxhu,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,28/02/2014,03/03/2014,03/03/2014,03/03/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4945,4622,chanchal.mehra@gmail.com,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/03/2014,15/03/2014,12/03/2014,15/03/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4946,4744,wilsongfliu,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,23/03/2014,26/03/2014,25/03/2014,26/03/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4947,4745,cindy2049,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,23/03/2014,26/03/2014,26/03/2014,26/03/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4948,4750,81423559,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,23/03/2014,26/03/2014,26/03/2014,26/03/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,2.275,0,0,0
4949,4872,davidmo,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,02/04/2014,05/04/2014,05/04/2014,05/04/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4950,5386,heather_townsend,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/05/2014,08/05/2014,08/05/2014,08/05/2014,3,0.01,0,0,0,0,0,0,0,2,0,0,-0.7625,0,0,0
4951,5551,jayasri.j.pandian,0,1,New York,1,17.375,1,0,0,4,3,4,3,0,1,1,2.5,1,0,0,NA,NA,NA,NA,NA,09/05/2014,12/05/2014,12/05/2014,12/05/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,-0.1132,0,0,0
4952,5709,renee.battisti,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/05/2014,19/05/2014,19/05/2014,19/05/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4953,5860,puvan_23,0,1,Kuala Lumpur,1,26.7,1,1,1,11,7,10,7,0,1,0,7.325,1,1,0,NA,NA,NA,NA,NA,26/05/2014,29/05/2014,31/12/1969,29/05/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,1.2491,0,0,0
4954,5893,edward.x.bertoia,0,1,Montreal,1,12.4,1,0,0,20,14,16,14,0,1,1,2.5,1,0,0,NA,NA,NA,NA,NA,27/05/2014,30/05/2014,30/05/2014,30/05/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,3.1795,0,0,0
4955,6242,prashant.rajput885,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/06/2014,12/06/2014,12/06/2014,12/06/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4956,6417,ykitong,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,NA,NA,NA,NA,17/06/2014,20/06/2014,20/06/2014,20/06/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,1.5018,0,0,0
4957,6548,kandercer,0,1,Shanghai,1,17.27272727,0,1,0,3,3,3,3,0,1,1,5,1,1,0,NA,NA,NA,NA,NA,22/06/2014,25/06/2014,25/06/2014,25/06/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,-0.2317,0,0,0
4958,6680,49203487,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,01/07/2014,04/07/2014,04/07/2014,04/07/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4959,6682,61647743,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,01/07/2014,04/07/2014,04/07/2014,04/07/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4960,7114,johnbarron,0,1,Sydney,1,NA,NA,NA,NA,19,12,15,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/08/2014,14/08/2014,14/08/2014,14/08/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,2.7672,0,0,0
4961,7203,damia.suni.binti.md.suhaimi,0,1,Kuala Lumpur,1,26.7,1,1,1,11,7,10,7,0,1,0,7.325,1,1,0,NA,NA,NA,NA,NA,19/08/2014,22/08/2014,22/08/2014,22/08/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,1.2491,0,0,0
4962,7249,farizanmohamad,0,1,Kuala Lumpur,1,26.7,1,1,1,11,7,10,7,0,1,0,7.325,1,1,0,NA,NA,NA,NA,NA,26/08/2014,29/08/2014,29/08/2014,29/08/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,1.2491,0,0,0
4963,7259,nurizzatiyusof,0,1,Kuala Lumpur,1,26.7,1,1,1,11,7,10,7,0,1,0,7.325,1,1,0,NA,NA,NA,NA,NA,26/08/2014,29/08/2014,29/08/2014,29/08/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,1.2491,0,0,0
4964,7406,karenjywu,0,1,Shanghai,1,17.27272727,0,1,0,3,3,3,3,0,1,1,5,1,1,0,NA,NA,NA,NA,NA,08/09/2014,11/09/2014,11/09/2014,11/09/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,-0.2317,0,0,0
4965,7466,laurettablue,0,1,Shanghai,1,17.27272727,0,1,0,3,3,3,3,0,1,1,5,1,1,0,NA,NA,NA,NA,NA,09/09/2014,12/09/2014,12/09/2014,12/09/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,-0.2317,0,0,0
4966,7696,christinatay,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,NA,NA,NA,NA,18/09/2014,21/09/2014,21/09/2014,21/09/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
4967,7732,harendra.kumar.singh,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19/09/2014,22/09/2014,22/09/2014,22/09/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4968,7775,andrea.vigogarcia,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,NA,NA,NA,NA,19/09/2014,22/09/2014,22/09/2014,22/09/2014,3,0.01,0,0,0,0,0,0,0,2,0,0,1.8668,0,0,0
4969,7779,Julieta.tacaliti,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,NA,NA,NA,NA,19/09/2014,22/09/2014,22/09/2014,22/09/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,1.8668,0,0,0
4970,7895,andrewkendrick,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,30/09/2014,03/10/2014,03/10/2014,03/10/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4971,8004,jean-luc.marguerie,0,1,Paris,1,19.07142857,1,0,0,2,2,2,2,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,07/10/2014,10/10/2014,10/10/2014,10/10/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
4972,8062,laura.lewis,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,10/10/2014,13/10/2014,13/10/2014,13/10/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4973,8116,robertson.pt.coelho,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,NA,NA,NA,10/10/2014,13/10/2014,13/10/2014,13/10/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,0.971,0,0,0
4974,8119,thiago.s.firmino,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,NA,NA,NA,10/10/2014,13/10/2014,13/10/2014,13/10/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,0.971,0,0,0
4975,8144,nour.ammar,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/10/2014,16/10/2014,16/10/2014,16/10/2014,3,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4976,8169,schitras,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/10/2014,17/10/2014,17/10/2014,17/10/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4977,8416,henk.schra,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/10/2014,20/10/2014,20/10/2014,20/10/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
4978,8737,chrisjzhou,0,1,Shanghai,1,17.27272727,0,1,0,3,3,3,3,0,1,1,5,1,1,0,NA,NA,NA,NA,NA,30/10/2014,02/11/2014,02/11/2014,02/11/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,-0.2317,0,0,0
4979,8946,sulabh.gangwal,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/11/2014,14/11/2014,14/11/2014,14/11/2014,3,0.01,0,0,0,0,0,0,0,2,0,0,0.11,0,0,0
4980,8955,vishakhakude,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/11/2014,14/11/2014,14/11/2014,14/11/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,-1.0279,0,0,0
4981,9403,moresundip,0,1,Kolkata,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/12/2014,12/12/2014,12/12/2014,12/12/2014,3,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4982,9667,netaamior,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/01/2015,10/01/2015,10/01/2015,10/01/2015,3,0.01,0,0,0,0,0,0,0,2,0,0,-1.0279,0,0,0
4983,9671,esta120,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/01/2015,10/01/2015,10/01/2015,10/01/2015,3,0.01,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
4984,9823,saddiacharles,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/01/2015,25/01/2015,25/01/2015,25/01/2015,3,0.01,0,0,0,0,0,0,0,2,0,0,-0.7625,0,0,0
4985,9848,Vaibhav Rasal,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,27/01/2015,30/01/2015,30/01/2015,30/01/2015,3,0.01,0,0,0,0,0,0,0,1,1,0,-1.0279,01-Oct,1,0
